Title,web_url,published_date,topic,abstract,context
Traders Aren't Falling for Crypto Name Changes But Love Them Anyway,https://www.bloomberg.com/news/articles/2018-01-10/a-fool-s-bet-maybe-but-sharks-fuel-crypto-mania-stock-rallies,"January 10, 2018, 5:00 AM EST",markets,"""Professional day traders are jumping into speculative frenzy"", ""HFTs, algos also pour in, trying to profit off of ‘dumb money'""","Who the heck buys into this crypto-mania in the stock market?The answer just might surprise you. Turns out, some experienced day-traders are trying to ride the surge of buying that invariably follows companies that suddenly reinvent themselves as blockchain ventures. That's enough, market watchers say, to bring in high-frequency traders and computer algos.And to these players, what really matters isn't so much that crypto is real, but that the share-price moves -- and the quick profits -- are.??The interest in these stocks is so strong because many traders like me are so hungry for the increased volatility,?? said Jim DePorre, a professional day trader and founder of sharkinvesting.com. ??I know that there are still traders willing to jump in, so who cares if the stock has questionable value???DePorre, who dispenses trading advice and market color using the @RevShark handle?on Twitter, says the fly-by-the-seat-of-your-pants excitement surrounding anything vaguely tied to cryptocurrencies is just the kind of buzz that attracts short-term traders like him.When buying begets more buying, there's easy money to be made -- as long as you're not the one left holding the bag. The frenzy was on full display Tuesday, when shares of Eastman Kodak Co. more than doubled after the longtime maker of photographic film said it will start issuing its own alt-coin. Kodak's stock kept soaring today, almost doubling again in early trading.DePorre's mum on how much he's made on the trades, but says he's been in-and-out of a number of blockchain names, including the company formerly known as Long Island Iced Tea Corp. and Riot Blockchain Inc., often multiple times in a single day.??Everyone is on a crypto-binge right now,?? said Larry Tabb, the founder of research firm Tabb Group. ??Anything associated with it is getting bought up.??The greater fool theory can be a dangerous game. After changing its name to Long Blockchain Corp. in mid-December, the sugary drink seller turned aspiring crypto miner saw its shares surge from roughly $2 to over $9 in a single day. It then quickly fell below $4, and has been wildly fluctuating ever since. The stock closed at $5.80 on Tuesday, which is still good for a 138 percent gain from its pre-blockchain days.??It's a technology with great potential, but investors need to be extremely skeptical,?? said Steve Sosnick, chief options strategist at Interactive Brokers, ??because these companies are flashing a big, red caveat emptor.??Read all about bitcoin, blockchain and the world of cryptos.DePorre, who does his day trading the old-fashioned way, says his wits and experience have kept him from sustaining painful missteps vis-a-vis other traders. But the popularity and durability of the crypto craze has almost certainly lured ultrafast computer trading firms as well, according to Jim Kyung-Soo Liew, an assistant finance professor at Johns Hopkins University and founder of machine-learning consultancy SoKat Consulting.??High frequency traders know certain words can make stocks move,?? he said. ??They can definitely key in on that and try to get in front.??The spikes in volume have probably also attracted various algorithmic buyers that weren't necessarily looking for the next crypto-related trade, according to Tucker Balch, co-founder of Lucena Research.??My hypothesis is that momentum is initiated by retail traders or pump and dump and then algos are hopping on the bandwagon.??That may leave investors vulnerable to bad actors trying to game the system and the market feeling a little like the Wild West, according to Michael Covel, author of ??Trend Following?? and ??The Complete Turtle Trader.?? But it's a small price to pay if cryptos ultimately prove to be legit.??Con artists will always try to ride the new new thing,?? he said. ??But if cryptos are for real, and keep growing into dynamic liquid markets, honest players, including momentum, will jump in to ride trends up and down.??In the mean time, traders like DePorre couldn't care less what kind of money is in on the blockchain name-change game -- dumb money, fast money or otherwise -- as long as there's enough money willing to bet on it.??As long as there is confidence that other traders are still willing to trade them,?? he said, ??there is no reason to stay away.??For more on cryptocurrencies, check out the Decrypted podcast:"
Oracle Clinches A$1.56 Billion Deal to Buy Australia's Aconex,https://www.bloomberg.com/news/articles/2017-12-17/oracle-agrees-to-buy-australia-s-aconex-for-a-1-56-billion-cash,"December 17, 2017, 4:24 PM EST",technology,"""Oracle offer of A$7.80 a share recommended by Aconex's board"", ""Offer is more than four times Aconex's IPO price from 2014""","Oracle Corp. agreed to buy?Aconex Ltd., an Australian company that makes cloud-based collaboration software for construction projects, for A$1.56 billion ($1.19 billion) cash as it pushes deeper in to new markets to gain more customers.The deal values Aconex at A$7.80 per share, 47 percent more than Friday's closing price. Aconex shares surged 44 percent to A$7.63 at 11:09 a.m. in Sydney trading Monday.Oracle has been looking to refashion its business around internet-based products. The strategy was dealt a setback last quarter when cloud-computing sales missed analysts' estimates. The?Redwood City, California-based company also gave a disappointing forecast for cloud growth in last week's earnings report, which sent shares falling the most in three months. Oracle has been turning to acquisitions to accelerate its shift to the cloud, including last year's $9 billion purchase of NetSuite Inc.Aconex's board unanimously recommended the deal, the Melbourne-based company said in a statement. The company's directors, who represent about 13.6 percent of the stock, will vote in favor of the bid in the absence of a superior proposal.The Australian company's software is used by?infrastructure and building construction managers to track the status and potential costs of their projects. It's also one of the few Australian technology businesses to have a global footprint. Only eight listed technology companies based in?Australia are worth more than A$1 billion compared with 21 mining companies, according to data compiled by Bloomberg.Aconex became Australia's most-shorted stock after its share price fell dramatically earlier this year. The run was sparked by a revenue forecast downgrade it blamed on market uncertainty caused by the Brexit vote and Donald Trump's election as U.S. President.Baillieu Holst Ltd. analyst Luke Macnab said Oracle and Aconex businesses should be a good fit thanks to the Australian company's strong niche offering and Oracle's global footprint. Aconex's expansion into Europe has done worse than initially expected, and the deal would likely give it access to Oracle's sales and R&D resources.??Aconex were looking to grow globally over the next five to ten years or so,?? Macnab said. ??This enables them to get global scale pretty much instantly.??RBC Capital Markets analyst Paul Mason said Oracle was unlikely to face rival bids from domestic players because no local competitor could match its size or revenue.??Oracle looks like its reasonably unlikely to face significant competition now that its made its first move,?? he said. ??They'd need to have some pretty significant private equity backing, or something, to be able to make a competitive bid.??Aconex listed on the Australian Securities Exchange in December 2014, selling shares at A$1.90 apiece. It has more than 70,000 customers and its cloud-based software has been used on 16,000 projects across construction, infrastructure and energy in 70 countries, according to its website.?? With assistance by Mark Milian, and David Ramli"
Big Pharma Is Urged to Report on Links Between Pricing and Pay,https://www.bloomberg.com/news/articles/2017-12-13/big-pharma-is-urged-to-report-on-links-between-pricing-and-pay,"December 13, 2017, 8:00 AM EST",technology,"""ICCR sees compensation that relies on revenue growth as risky"", ""Group pushes ballot measures at annual meetings of 5 companies""","Pharmaceutical companies should be required to regularly report whether there's a link between drug-pricing strategies and executive-compensation plans,?according to a shareholder group.The Interfaith Center on Corporate Responsibility, a coalition of institutional investors with more than $400 billion of assets, said in a statement Wednesday that it submitted proposals for inclusion at the 2018 annual meetings of Abbvie Inc., Amgen Inc., Biogen Inc., Bristol Myers Squibb Co. and Eli Lilly & Co.??An executive compensation incentive program reliant on revenue growth solely from drug price increases is a risky and unsustainable strategy,?? the group said in the statement. ??The investors view executive incentive programs as a governance tool designed to ensure adequate oversight of risk and alignment of corporate strategies with mission.??All of the annual bonuses for the chief executive officers of the five companies were tied in part to revenue and earnings in their most recent fiscal years, proxy filings show. The average awarded pay for the CEOs was about $19.2 million, according to the Bloomberg Pay Index.Read more: Trump HHS pick has blamed health plans on U.S. drug costsLauren Zierke, a spokeswoman for Eli Lilly, said the company shares the coalition's concerns about the price of medications for patients.The drug maker is working to ??identify solutions so medicine is accessible and affordable to those who need it,?? she said in an emailed statement. ??We have had a productive relationship and dialog with ICCR over time and will continue to engage with them.??Spokespeople for the other pharmaceutical companies didn't immediately reply to messages seeking comment."
Bitcoin Bears Will Soon Be Able to Short Futures Through Interactive Brokers,https://www.bloomberg.com/news/articles/2017-12-12/bitcoin-bears-can-soon-short-futures-through-interactive-brokers,"December 12, 2017, 4:30 PM EST",technology,"""Brokerage will let users short bitcoin futures this week"", ""Clients were only allowed to take long positions at first""","Interactive Brokers Group Inc. plans to let bitcoin bears bet against the digital currency's recently debuted futures contracts.Starting this week, the brokerage will allow its users to take short positions on bitcoin futures under certain conditions, according to company spokeswoman Kalen Holliday, who said the decision was made ??in response to client demand.?? Interactive Brokers has accepted long positions?with a margin requirement of at least 50 percent since the contracts debuted Sunday on Cboe Global Markets Inc.Shorting bitcoin futures, or betting that their price will fall, is potentially an even riskier strategy. It's possible to lose an unlimited amount of money on a short position, particularly if the cost of the digital currency and its derivatives continues to climb.?Interactive Brokers has a few requirements for shorting bitcoin futures: the spread must be one-to-one, and the short leg must have the earlier expiry date so that once it expires the surviving leg will be long, according to Holliday. Trading won't be offered in retirement accounts or to Japanese residents."
Cohn Downplays Bitcoin Risks,https://www.bloomberg.com/news/articles/2017-12-08/cohn-downplays-bitcoin-risks-as-white-house-eyes-evolving-market,"December 8, 2017, 10:34 AM EST",politics,"""Cryptocurrency's rise not a serious risk, Trump adviser says"", ""Officials watching for effects of new futures contracts""","White House economic adviser Gary Cohn said he and other administration officials are monitoring the meteoric rise in cryptocurrency bitcoin, while adding that he didn't see any serious threat in the phenomenon.??We're watching it, of course we're watching it,?? Cohn, the former president of Goldman Sachs Group Inc., said Friday in an interview on Bloomberg Television. ??Right now we don't think it's a serious risk, but right now we're watching it.??The digital currency surged in recent days, trading above $17,000, up from $9,654 on Nov. 30 and from below $1,000 at the end of 2016. It was around $15,500 as of 10:32 a.m. New York time.Asked if any new regulation might be required, Cohn noted that the Commodity Futures Trading Commission had recently approved bitcoin futures contracts, giving some investors the ability to short the currency.??We'll see what goes on here,?? he said. ??It's an evolving market. We've watched this happen before as markets have evolved.??"
Bitcoin Takes Bigger Wall Street Stage With Smooth CME Debut,https://www.bloomberg.com/news/articles/2017-12-17/bitcoin-heads-to-bigger-wall-street-stage-as-cme-debuts-futures,"December 17, 2017, 5:00 AM EST",markets,"""Trading follows similar offering by Cboe exchange a week ago"", ""CME futures off to faster start as underlying bitcoin climbs""","The world's biggest exchange just joined the bitcoin revolution.Bitcoin futures started trading Sunday night at CME Group Inc.'s venue, a week after Chicago rival Cboe Global Markets Inc. introduced similar derivatives on the volatile cryptocurrency. CME is a much bigger player in futures, so many traders expected it to make a bigger splash in the nascent space.CME got off to a faster start with more efficient pricing. Its most-active contract changed hands 221 times in the first hour versus 570 during Cboe's debut. But that's a win because CME's contracts are five times more valuable -- they're tied to five bitcoins compared with only one with Cboe's futures.??People were better prepared?? for the start of trading at CME, said Bobby Cho, head of trading at Cumberland, the cryptocurrency trading unit of DRW Holdings LLC. ??They knew how they were going to hedge their positions.??CME's futures traded at about 2 percent above bitcoin itself as of 11:56 a.m. in London; in the first day, Cboe's got as much as 13 percent above, a sign trading was relatively inefficient. Bitcoin today climbed 9 percent from its Friday New York close to $19,190, approaching the record $19,511 reached hours earlier.The CME and Cboe bitcoin futures have some distinct features. The price of Cboe's product is derived from the cryptocurrency's price at a single exchange; CME's is based off four.??We were waiting for the launch of the CME futures because the price is more robust and the exchange trades much larger volumes,?? Jose Miguel Nascimento, head trader at cryptocurrency fund Solidus Capital, said in a telephone interview from Mexico City. ??Futures are a very positive development for the bitcoin market, as it will help everyone from miners to traders hedge risk, and having a price curve will help limit price swings.??The CME futures are another step into the mainstream financial world for an asset created in the wake of the 2008 financial crisis as an alternative?to banks and government-issued currencies.?The contracts, which settle in dollars and trade on regulated exchanges, can be bought by institutional investors that are prohibited from buying bitcoin directly on largely unregulated exchanges.??One of the biggest issues when it comes to investing institutionally in digital assets is banks and larger institutions can't hold an unregulated instrument in their balance sheet, and a futures contract is something they can hold,?? said Gabor Gurbacs, director of digital-asset strategy at VanEck Associates Corp. With futures, ??you don't hold the physical bitcoin, which solves custody issues and counterparty risks with these less-regulated exchanges.??To protect against wild, mistaken price swings, CME will briefly pause trading if the contracts rise or fall 7 percent or 13 percent, and prices won't be allowed to move more than 20 percent. That wasn't necessary in its debut. Cboe also has volatility halts, which were triggered in the initial hours of trading a week ago, and its January contract rose as much as 26 percent on the first day.Cboe's website stalled during its launch. CME's seemed to weather the traffic.??It's only one-lots,???said?Garrett See, chief executive officer of crypto trading firm DV Chain of the initial CME trades. ??The prices are moving around pretty fast.?? The order book was pretty thin and ??the orders that are there are very small.??Read more: A QuickTake on bitcoin futuresFutures open up arbitrage opportunities -- the chance to bet prices of the derivatives and the underlying cryptocurrency will converge. Last week, Cboe's product was priced as much as 13 percent higher than bitcoin, but that quickly narrowed. By Sunday night, it was similar to CME's.Some brokerages didn't immediately give customers access to bitcoin futures. TD Ameritrade Holding Corp. said late Friday that it will offer Cboe's starting on Monday, though it'll wait to offer the CME contracts until they demonstrate sufficient liquidity. E*Trade Financial Corp. is considering offering bitcoin futures, according to a person familiar with the matter who asked not to be named.??We look at the volume, the open interest and the spreads, and we want to make sure that all those conditions are maturing properly,?? said JB Mackenzie, managing director for futures trading at TD Ameritrade. ??We have had a lot of customer interest, and we have spent a lot of time educating them as to the differences between the two products.??QuickTake: All About Bitcoin, Blockchain and Their Crypto WorldBanks and brokers who are offering access are being cautious. Goldman Sachs Group Inc. demanded some clients set aside collateral equal to 100 percent of the value of their trades, people familiar with the investments said last week. The guidelines are inclusive of other margin requirements such as Options Clearing Corp.'s 44 percent, required to clear contracts traded at Cboe, and the 47 percent CME is demanding.It's not uncommon for a brokerage to impose steeper requirements than the exchange. Interactive Brokers Group Inc., which has said it handled 53 percent of the first day's trading in Cboe's bitcoin futures, will require a margin of 50 percent for long investments, and about 240 percent for short selling, based on current rates, according to Interactive Brokers spokeswoman Kalen Holliday.?? With assistance by Annie Massa, Sonali Basak, and Todd White"
"This Sector Beat All Others in 2017. Don't Expect a Repeat, Analysts Say",https://www.bloomberg.com/news/articles/2017-12-22/chip-bull-run-has-analysts-looking-for-signs-of-weakness-in-2018,"December 22, 2017, 4:18 PM EST",technology,"""Semiconductor index has gained 92 percent over two-year rally"", ""Investors should be selective and watch for slowing demand""","Don't expect a repeat of this year's market-leading performance for semiconductor stocks.Despite a recent sell-off, the Philadelphia Semiconductor Index is up 92 percent since the beginning of 2016 and is poised to beat all 11 S&P sectors for a second consecutive year,?fueled by earnings growth and an unprecedented period of consolidation. While the streak hasn't quite turned analysts bearish, some are advising investors to be selective with their picks and vigilant for signs of slowing demand and rising inventory levels. Here's a look at what analysts are saying about 2018."
Amazon's Arrival Leaves Mexican E-Commerce Pioneer in the Dust,https://www.bloomberg.com/news/articles/2017-12-01/amazon-s-arrival-leaves-mexican-e-commerce-pioneer-in-the-dust,"December 1, 2017, 1:24 PM EST",technology,"""Liverpool investing a fraction of newer arrivals' spending"", ""Retailer was online innovator, making first sale in 1997""","One of the first Mexican retailers to sell online is quickly falling behind newer arrivals, and it may be too late to catch up, according to Credit Suisse.El Puerto de Liverpool, which conducted its first e-commerce transaction in 1997, is spending just a fraction of the amount as Amazon.com Inc., MercadoLibre Inc. and?Wal-Mart de Mexico SAB on bolstering internet operations in Mexico. Instead, its shares have tumbled to a five-year low amid a focus on opening new brick-and-mortar stores at a record pace.?Liverpool, which traces its roots to a Mexico City clothing store set up in 1847, offers fewer products online than its peers do and many of its items can only be?purchased in stores. Shipping is free but can take longer than five days when?there's high demand, compared with as little as one day for some Amazon orders. Perhaps most importantly, it doesn't accept cash payments for online?purchases, which cuts off a big chunk of the population in Mexico, where fewer than half of adults?have credit cards.???Liverpool's business model is largely threatened,?? Credit Suisse analysts led by Antonio Gonzalez wrote in a note this week. ??Investors should no longer think about e-commerce in Mexico as a phenomenon that will impact stock prices in the distant future. The future for e-commerce is now.??While online shopping only represents about 3 percent of retail sales in Mexico, analysts at HSBC predict it's set to grow substantially after Amazon introduced its Prime membership club to Mexico earlier this year. A potential change to the North American Free Trade Agreement that would let Mexican consumers buy more online from the U.S. and Canada without having to pay tariffs could also lead to more cross-border e-commerce.Liverpool shares have tumbled 17 percent this year. Walmex has gained 18 percent and Mexico's benchmark stock gauge is up 3.7 percent.Alejandra Tovar, a spokeswoman for Liverpool, didn't immediately respond to a request for comment.El Puerto de Liverpool is planning to open 11 stores this year, expanding floor space by 6 percent, according to its latest earnings report.But it's only invested about $30 million on e-commerce in Mexico during the past few years -- the same amount that MercadoLibre has invested on free shipping in Mexico this year alone, according to Credit Suisse. Wal-Mart de Mexico has spent about $190 million on online efforts during the past two years, Credit Suisse says. Amazon, which entered Mexico in 2015, is planning to open a warehouse near Mexico City that would triple its distribution space, Reuters reported in September.Market share for online salesThese efforts already appear to be paying off: Mercado Libre captured 9.5 percent of online sales last year while e-commerce platform Linio, Amazon and Wal-Mart de Mexico each controlled just under 6 percent of the market, according to data from Euromonitor International Ltd. El Puerto de Liverpool's online sales were 1.7 percent of the market.??Mercado Libre is investing at a pace that is simply not being followed by bricks-and-mortar players, which will create a permanent dislocation in market share,?? Gonzalez wrote."
The Outlook for Tech Stocks Grows Dimmer for 2018,https://www.bloomberg.com/news/articles/2017-12-20/party-s-over-for-tech-stocks-as-outlook-grows-cautious-for-2018,"December 20, 2017, 1:58 PM EST",markets,,"Wall Street doesn't expect technology stocks to repeat 2017's banner year that has seen the sector return almost twice as much as the S&P 500 index. After four consecutive years of outperformance,  tech companies face mounting concerns about the potential for increased government regulation and continued rotation by investors into higher-taxed industries as a result of U.S. tax reform. Most analysts see the bull market continuing, but at a less ferocious pace. Here's a look at their predictions."
"Uber Data-Scraping, Surveillance Detailed by Ex-Manager",https://www.bloomberg.com/news/articles/2017-12-15/uber-data-scraping-surveillance-detailed-in-ex-manager-s-letter,"December 15, 2017, 6:45 PM EST",technology,"""Firm allegedly hired spies to track movements of competitors"", ""Undercover agents impersonated taxi drivers, letter claims""","Fresh details of Uber Technologies Inc.'s alleged surveillance tactics -- by humans and electronic means -- and in particular its scraping of competitors' information from the internet were revealed in a court filing.Prosecutors involved in a criminal investigation of Uber learned of the tactics from a former manager of the company's global intelligence unit who had documented them in a letter to an in-house lawyer at the ride-sharing firm.Among other practices, the letter describes how Uber hired people to spy on executives of overseas rivals, tracking their movements and who they were meeting with. Undercover agents impersonated taxi drivers to subvert opposition to the ride-hailing app. Uber also had a team devoted to the automated collection of information, or scraping, of competitor information from the internet. The practice, also referred to as ??fusking,?? relies on finding source code inadvertently left unprotected.While the legality of the practices detailed in the letter may vary among countries, the allegation that Uber was using them widely won't help its expansion into international markets. The company is already paying a price for its practices in London, where the company was banned from operating due to safety and regulatory concerns. It's still operating in the city until an appeal of the decision is heard next year.The ex-manager behind the letter, Richard Jacobs, was either a disgruntled employee or a whistle blower who quit because he found Uber's practices objectionable -- or something in between. Uber paid him $4.5 million to settle his claims, get his cooperation investigating them, and to prevent him from publicly disparaging the company. Jacobs recanted some of his assertions as a witness in a November court hearing, leading a top Uber lawyer to describe the letter as an effort at ??extortion.??Prosecutors turned the letter over last month to U.S. District Judge William Alsup because they were concerned it might be important to the civil trade-secrets case Alphabet Inc.'s Waymo unit brought against Uber for self-driving technology. Alsup, who is handling the Waymo suit, unsealed the letter Friday.??While we haven't substantiated all the claims in this letter -- and, importantly, any related to Waymo -- our new leadership has made clear that going forward we will compete honestly and fairly, on the strength of our ideas and technology,?? Uber spokesman Matt Kallman said in an email.Fusking can be illegal under U.S. laws designed to protect access to information on networks, said Michael Risch, a professor at Villanova University School of Law in Pennsylvania.??This is another mess for Uber's new team to be cleaning up,?? Risch said in an email. ??It is hard to take them seriously when they apparently paid someone they called an extortionist $4.5 million to ??assist' with an internal investigation, especially when Uber claims that these things are not happening.??The letter, written on Jacobs's behalf by his own lawyer, Clayton D. Halunen, describes how Uber's web scraping was used to lift competitor ride sharing companies' driver information, pricing structures and incentives. Uber impersonated drivers on competitor platforms to understand their apps, with the aim of siphoning drivers away, according to the letter.Uber relied on undercover agents to undermine taxi drivers and their companies, Halunen wrote. The letter blacks out what country the agents operated in but one goal was to identify local politicians and groups opposing Uber. In one instance, an agent impersonated a taxi driver to learn about resistance to Uber and anticipate their plans, Halunen wrote.""The agents took rides in local taxis, loitered around locations where taxi drivers congregated, and leveraged a local network of contacts with connections to police and regulatory authorities,"" according to the letter.Halunun received $3.5 million from Uber as part of his client's settlement with the company.?He didn't return a call and email after regular business hours seeking comment about the letter. "
"As Traders Await Bitcoin Futures, Margin Requirements Are High",https://www.bloomberg.com/news/articles/2017-12-08/as-traders-await-bitcoin-futures-margin-requirements-are-high,"December 8, 2017, 1:16 PM EST",technology,"""Cboe alerted traders this week that initial margin is 44%"", ""The cryptocurrency has seen major price swings in recent days""","Among the complications in trading bitcoin future contracts that launch this Sunday: People speculating on the cryptocurrency will need to put more cash on the table.?Options Clearing Corp. has set the initial margin requirements at 44 percent of the daily settlement price. Cboe Global Market Inc., which announced that amount on Monday, hasn't updated it through bitcoin's wild price swings in the days since. It was raised to that level from 33 percent ??in view of bitcoin price volatility,?? the exchange operator said at the time.The cryptocurrency has swung at least 15 percent each of the last three days, and has surged by almost $5,000 this week. It was at $14,990 at 1:15 p.m. in New York on Friday.A margin requirement is how much investors have to set aside as collateral, so that other parties in the trade know any losses can be covered. The requirement for bitcoin futures is several times that of commodities such as gold and oil.Read more: Bitcoin wildness highlights worries as futures trading nears??One of the reasons why the futures margin requirements are so high is because of the limited size of the overall bitcoin market,?? Kevin Kelly, managing partner of Benchmark Investments, which analyzes futures markets to develop indexes. ??There's a lack of depth and breadth.??The requirement for minimum maintenance margin was also increased to 40 percent from 30 percent, according to the letter.The Futures Industry Association said in a letter to regulators this week that the trade group of banks and brokers doesn't believe cryptocurrency trading risks have been properly assessed. The concerns included that exchanges failed to get enough feedback from market participants on margin levels, trading limits, stress tests and clearing.The price swings have put some of the largest banks on watch. Many of the biggest firms won't offer clearing for the futures contract right away."
Analysts See Auto Demand Slipping Into Low Gear in 2018,https://www.bloomberg.com/news/articles/2017-12-19/auto-demand-to-slip-into-low-gear-as-electric-car-race-heats-up,"December 19, 2017, 2:54 PM EST",markets,,"Were the tepid car sales of 2017 the beginning of a new normal? Chances are, the new year will muddle the debate further.With a flurry of policy announcements expected out of Washington in 2018 -- and their potentially conflicting effects on the auto industry -- overall industry sales are expected to remain flat.Technology for self-driven cars and electric vehicles will continue to dominate the headlines for automakers and suppliers, as industry players strive to stake their claims on the fast-changing landscape. Meanwhile, car sales will remain on the ""eroding plateau"" trajectory for the year, with the final numbers fairly close to 2017's expected annual sales of 17.1 million units. Which is not to say that there are no bright spots.Auto-parts retailers are expected to have a good run in 2018 as one of the biggest beneficiaries of the corporate tax overhaul, and as more vehicles age into the ""sweet spot"" that triggers demand for repair parts. Auto dealers, on the other hand, may see some weakness after a few months of storm-fueled surge in demand.Analysts are looking to a 2018 of lower sales, a cooling China market, and a ""narrative shift"" in the industry to ""technology enablers versus traditional industrials."""
Coinbase Looks at Insider Trading After Offering Bitcoin Cash,https://www.bloomberg.com/news/articles/2017-12-20/coinbase-adds-bitcoin-cash-offering-momentum-to-bitcoin-rival,"December 19, 2017, 9:06 PM EST",technology,"""Cash price surges in hours before official announcement"", ""Bitcoin suffers worst drop since futures trading started""","Coinbase Inc., one of the most popular U.S. cryptocurrency exchanges,?is investigating allegations of insider trading on its platform in the hours before the company announced it would enable purchases of the bitcoin spinoff known as bitcoin cash.Bitcoin cash surged in the hours before the San Francisco-based company's announcement, while bitcoin prices tumbled the most in two months. Bitcoin cash added to gains once Coinbase posted the?news on its website at 7:07 p.m. Tuesday in New York. It traded higher by 45 percent to $3,435.36 as of 9 a.m., according to data compiled from coinmarketcap.com. Bitcoin hovered near $17,000 after falling as much as 10 percent.??It appears the price of bitcoin cash on other exchanges increased in the hours before our announcement,?? Brian Armstrong, chief executive at Coinbase, said in a blog post. While there's ??no indication of any wrongdoing at this time,?? he said that ??we will be conducting an investigation.???Armstrong said he ??will not hesitate?? to fire any employee found to have violated Coinbase policies, which bar them from trading on material non-public information -- such as when an asset will be added to the platform.Bitcoin cash emerged earlier this year amid a split between factions in the cryptocurrency space over proposed software upgrades to the blockchain technology underpinning bitcoin. Coinbase, which at one point this month was the top free application in Apple Inc.'s App Store download ranking, already offered ethereum and litecoin in addition to bitcoin.???Bitcoin cash is a very legitimate contender,?? said Bobby Lee, chief executive officer of BTC China Co. ??Bitcoin has faced a lot of scaling issues with the block sizes and so on, so I think bitcoin cash has solved a lot of these issues.??While Coinbase briefly enabled orders to be posted in U.S. dollars on its platform for more sophisticated traders, it suspended the facility after two minutes due to ??significant volatility,?? the company said in a blog post. Coinbase plans to reopen the order books Dec. 20 at 9 a.m. Pacific Time.??We have been monitoring the bitcoin cash network over the last few months and have decided to enable full support including the ability to buy, sell, send and receive,?? Coinbase said in its announcement via a blog post. ??Factors we considered include developer and community support, security, stability, market price and trading volume.??Click here for a menu of virtual currencies on the Bloomberg.Coinbase said earlier that customers who held a bitcoin balance at the time of the fork creating bitcoin cash Aug. 1 will see an equal balance of the rival coin in their account.Bitcoin has soared to new highs this month as regulated U.S. derivatives exchanges in Chicago started trading futures in the unit. It was recently at $17,416, about 11 percent off its record high on Monday, but still up about 18-fold this year.?? With assistance by Todd White"
